Rank,Puzzles,AMT_(s),Solved_rate,1-sigma_Mean_(s),1-sigma_STD_(s)
2--8--8--11,8.58,83.9%
4--4--8--11,8.58,86.9%
1--6--12--13,8.6,89.3%
3--4--5--10,8.6,90.3%
5--5--8--8,8.6,84.8%
1--2--3--3,8.61,95.6%
2--10--11--13,8.61,89.9%
4--7--8--9,8.61,92%
5--6--10--13,8.61,91.2%
2--4--6--6,8.62,94.3%
6--6--8--9,8.63,90.3%
3--3--7--11,8.64,92.1%
3--3--8--12,8.64,91.6%
2--3--3--7,8.65,92%
2--9--10--11,8.65,88.8%
2--9--12--13,8.65,90.9%
2--3--10--13,8.66,93.6%
2--8--11--12,8.67,88.4%
1--6--10--13,8.68,88.2%
2--6--6--10,8.68,94.1%
3--11--12--12,8.68,91.2%
4--4--4--9,8.68,87.9%
6--8--10--13,8.69,86.6%
1--3--4--10,8.71,93.1%
1--4--9--10,8.71,93.5%
2--4--7--11,8.71,92.7%
3--6--7--12,8.73,90.2%
1--2--5--13,8.74,94.4%
2--2--3--13,8.74,87.5%
2--4--6--9,8.74,92%
4--5--8--12,8.74,93.5%
2--2--8--10,8.76,94.5%
3--7--7--13,8.76,93.6%
1--2--3--11,8.77,95.7%
1--2--7--8,8.77,94.7%
2--2--4--13,8.77,90.9%
4--4--7--12,8.77,89.6%
4--4--4--11,8.8,86.1%
1--11--13--13,8.83,91.3%
4--5--6--7,8.83,89.7%
6--8--8--11,8.83,86.9%
1--3--9--13,8.84,93.7%
6--8--9--13,8.84,94%
4--5--8--8,8.85,86.9%
4--6--10--12,8.85,93.9%
6--6--9--11,8.85,88.7%
1--4--6--7,8.87,87.2%
1--2--9--13,8.88,93.2%
2--3--5--9,8.88,92.2%
2--9--10--13,8.88,90.1%
5--5--9--10,8.88,86.7%
2--4--9--9,8.89,90.2%
1--3--4--7,8.9,95.1%
4--8--9--11,8.93,92.8%
3--4--7--7,8.94,94.3%
2--4--10--13,8.95,89.2%
2--6--7--8,8.95,89.4%
3--9--9--10,8.95,86.6%
2--8--9--11,8.96,90.7%
7--8--8--11,8.96,81%
9--10--11--13,8.96,89.9%
2--5--7--10,8.97,92%
3--10--11--12,8.98,89.3%
4--11--12--13,8.99,91.3%
2--3--4--13,9.02,91.1%
2--3--7--11,9.03,92.2%
3--5--9--12,9.03,90%
1--2--6--11,9.04,89.8%
1--4--5--10,9.04,91.4%
4--4--6--11,9.04,86.4%
7--8--10--13,9.04,92.2%
6--6--8--11,9.05,83.1%
2--9--11--11,9.06,89.4%
5--7--8--8,9.06,82.5%
1--1--3--10,9.08,88.4%
1--5--5--9,9.08,88.6%
4--8--8--12,9.08,94.3%
1--4--6--9,9.09,86.2%
3--7--10--13,9.09,88.2%
4--4--8--10,9.09,91.1%
1--3--3--10,9.1,90.2%
3--5--6--9,9.1,92.8%
5--5--6--7,9.1,91%
4--5--5--9,9.11,91.5%
1--2--4--5,9.13,90.6%
4--5--9--13,9.13,89.3%
5--6--6--10,9.13,89%
1--5--6--8,9.14,90.4%
6--6--8--10,9.14,90.5%
1--3--8--8,9.15,86.8%
6--8--12--12,9.15,91.4%
1--2--4--9,9.16,91%
3--4--4--5,9.16,91.3%
2--2--5--6,9.17,88.5%
2--2--3--6,9.18,91.6%
4--7--10--10,9.18,83.9%
4--12--12--12,9.18,86.6%
1--5--9--11,9.19,93.2%
1--3--5--10,9.2,93.3%
2--3--9--9,9.2,91%
2--5--8--13,9.2,93%
2--11--12--13,9.21,89.6%
4--4--8--13,9.21,86.5%
3--5--6--7,9.22,89.6%
4--4--9--11,9.23,82.1%
3--9--10--12,9.24,90.1%
2--2--5--7,9.25,89.2%
2--3--6--10,9.28,92.2%
2--8--8--10,9.28,92.8%
2--5--8--9,9.29,92.8%
5--10--10--12,9.29,87.1%
6--6--8--13,9.3,83.2%
4--5--10--13,9.31,91.4%
3--6--12--13,9.32,86.3%
3--7--8--9,9.33,87.2%
1--3--5--7,9.34,89.5%
2--2--3--11,9.34,86.2%
1--5--10--13,9.37,88.7%
2--3--4--11,9.37,88.1%
4--4--5--10,9.37,86%
6--6--6--12,9.38,89.3%
7--12--12--13,9.39,82.9%
3--4--6--12,9.4,93.4%
6--8--11--13,9.42,86.3%
2--2--5--11,9.44,87.6%
2--2--6--8,9.44,95.4%
2--3--8--12,9.44,93.2%
3--7--7--10,9.44,89.5%
2--10--11--11,9.45,86.2%
2--3--4--4,9.46,94.2%
8--8--9--13,9.46,81.1%
2--3--3--9,9.47,93.1%
5--7--8--9,9.47,88.7%
8--8--8--13,9.48,84.1%
3--9--11--12,9.52,90.4%
1--2--7--9,9.53,93.5%
5--6--7--12,9.54,84.6%
6--6--6--8,9.54,91.5%
3--5--5--9,9.55,83.4%
3--4--7--11,9.57,86.7%
5--9--9--11,9.57,89.6%
4--5--7--12,9.58,87.9%
3--3--6--9,9.6,94.5%
3--3--6--11,9.6,90.2%
1--6--9--10,9.61,92.2%
2--3--8--11,9.61,92.6%
2--4--4--7,9.62,89.3%
3--3--4--9,9.62,92.3%
1--9--11--13,9.63,87.6%
3--3--3--9,9.64,84.3%
5--8--9--12,9.64,92.2%
2--5--6--10,9.65,88.4%
2--6--8--8,9.67,92.9%
3--8--9--12,9.69,90.2%
3--4--5--9,9.7,85.1%
4--5--5--7,9.7,82.5%
5--11--12--12,9.71,82.7%
4--7--7--11,9.72,87.4%
4--7--8--13,9.78,90.9%
3--3--5--9,9.8,87.3%
2--4--5--9,9.81,86.4%
5--6--8--9,9.81,89.8%
3--4--6--10,9.82,89.9%
4--7--11--12,9.83,86.2%
1--1--4--10,9.84,84.6%
4--5--7--11,9.84,87%
3--8--8--11,9.85,90.1%
2--3--6--11,9.86,90.1%
6--6--8--12,9.86,90.8%
2--7--9--13,9.87,87.3%
3--3--7--9,9.9,90.9%
3--5--9--13,9.91,91.5%
1--7--12--12,9.95,80.6%
2--2--4--9,9.95,90.4%
4--4--5--7,9.97,85.1%
5--7--9--13,9.97,91%
6--9--10--11,9.97,91.6%
6--12--13--13,9.98,87.4%
1--5--6--13,10.02,90.6%
3--7--8--13,10.02,84.5%
5--6--9--12,10.02,87.3%
1--5--5--11,10.03,87.7%
2--3--9--13,10.04,87.7%
4--9--9--10,10.05,90%
1--2--5--10,10.07,91.8%
4--9--12--12,10.1,89.5%
6--10--12--12,10.11,88.7%
2--4--6--13,10.12,87.1%
1--7--9--10,10.13,87%
6--7--9--12,10.13,86.4%
2--3--4--10,10.14,92%
1--8--10--11,10.17,87.3%
2--4--5--11,10.17,87.3%
3--3--6--10,10.18,86.7%
4--5--6--10,10.2,90.5%
6--6--8--8,10.2,86.3%
6--11--11--12,10.22,86.6%
1--3--3--11,10.24,88.4%
6--8--9--11,10.25,84.4%
2--4--12--12,10.26,85.9%
4--9--11--12,10.26,88.6%
6--7--8--9,10.28,84.5%
1--5--10--11,10.3,86.3%
2--6--12--12,10.31,89.2%
3--3--3--5,10.32,85.6%
6--8--9--9,10.32,86.3%
7--8--9--13,10.32,84%
2--3--6--9,10.36,93.3%
5--5--5--9,10.36,87.4%
5--5--6--11,10.36,87%
1--11--11--13,10.37,87.5%
2--4--8--9,10.37,83.6%
3--4--4--13,10.37,88.8%
4--6--7--10,10.37,86.9%
3--4--8--11,10.39,87%
2--5--8--11,10.41,85.9%
1--2--4--7,10.43,89.1%
1--2--8--13,10.43,91.6%
2--2--2--5,10.44,78.8%
2--4--6--12,10.46,94.4%
3--6--9--11,10.47,86.6%
5--6--8--12,10.47,87.6%
7--9--9--13,10.47,87.8%
1--4--5--13,10.48,87.9%
3--3--6--13,10.48,86.5%
3--4--6--11,10.49,89%
3--3--7--12,10.51,84.4%
2--6--8--12,10.53,94.1%
1--3--5--9,10.54,90.7%
1--5--9--13,10.54,84.7%
3--6--9--12,10.54,92.8%
4--5--7--9,10.54,86.9%
1--7--9--11,10.56,85.8%
5--5--8--10,10.57,80.8%
4--4--6--13,10.59,82.6%
5--6--8--10,10.59,87.1%
6--6--7--12,10.59,84.3%
4--7--9--13,10.6,84.6%
2--4--6--7,10.61,89.8%
3--4--5--6,10.61,84%
6--9--12--13,10.61,88.3%
3--3--6--7,10.66,88.6%
2--2--8--8,10.67,91.2%
1--4--4--8,10.68,89.8%
5--8--11--12,10.7,87%
2--2--7--12,10.73,83.5%
4--5--6--8,10.73,87.3%
4--5--10--12,10.73,86.7%
4--6--6--9,10.74,88%
1--3--6--11,10.76,88%
1--2--7--11,10.79,88.3%
2--3--9--10,10.79,89.8%
5--6--7--13,10.79,86.3%
1--3--9--9,10.8,84.8%
2--3--6--6,10.8,92.2%
2--5--10--10,10.81,78.6%
6--9--9--11,10.84,82.3%
1--2--3--13,10.86,91.6%
6--7--8--11,10.86,83.8%
6--11--12--13,10.87,80.1%
1--7--10--13,10.91,83.5%
1--4--4--11,10.93,86.7%
6--7--10--12,10.93,85.4%
5--10--12--13,10.96,83.2%
3--4--6--8,10.98,90.6%
2--3--6--13,10.99,89.9%
2--5--7--7,10.99,82.5%
1--3--8--13,11.05,90.5%
3--4--9--13,11.05,79.1%
1--2--2--9,11.06,82.4%
1--2--6--10,11.08,86.6%
6--10--12--13,11.08,82.2%
1--9--10--13,11.1,83.7%
1--6--6--6,11.12,85.9%
2--7--12--13,11.14,80.1%
2--2--5--12,11.16,84.4%
3--3--4--11,11.16,88.5%
4--4--8--12,11.2,92.1%
2--3--4--7,11.25,86.6%
2--6--8--13,11.25,86.7%
5--9--12--12,11.25,83.1%
7--8--8--12,11.27,82.8%
2--4--5--6,11.29,91%
3--3--9--12,11.31,87.3%
2--6--7--11,11.36,82.7%
2--3--4--9,11.37,88.2%
2--3--10--12,11.37,86.8%
3--5--7--10,11.37,84.7%
1--3--7--10,11.41,86.4%
3--3--6--12,11.41,87.3%
7--7--8--11,11.43,80%
3--4--6--6,11.45,90.5%
5--5--8--13,11.45,80.9%
5--8--8--8,11.45,81%
5--8--10--11,11.45,87.6%
4--4--7--10,11.46,75%
4--9--10--13,11.46,82.4%
1--5--6--7,11.47,89.3%
2--4--6--8,11.49,93.5%
5--6--6--8,11.49,81.1%
6--8--8--12,11.49,88.2%
8--8--10--12,11.49,78.7%
3--9--10--13,11.55,82.7%
2--4--6--11,11.56,85.1%
2--4--9--12,11.56,87.2%
4--10--12--13,11.56,81.5%
2--3--3--10,11.59,84.9%
1--5--12--12,11.6,80.6%
2--3--4--5,11.62,84.2%
2--4--4--6,11.64,89.9%
4--4--5--11,11.65,85.1%
4--4--9--12,11.66,78.1%
1--4--7--7,11.69,85.2%
2--2--8--9,11.71,86.7%
2--3--5--7,11.75,89.2%
4--8--11--13,11.76,82.5%
1--6--7--9,11.77,84.3%
1--3--4--8,11.78,89.7%
3--7--9--11,11.79,88.4%
3--6--7--13,11.8,82.3%
1--5--7--9,11.81,84.8%
1--3--7--12,11.82,85.4%
3--4--8--12,11.82,87.6%
8--9--9--12,11.82,82.6%
3--3--5--13,11.88,85.1%
3--3--5--12,11.89,86.9%
7--8--10--10,11.89,79%
4--5--6--13,11.92,78.2%
2--5--6--6,11.95,78.1%
3--7--8--11,11.96,83.4%
3--4--6--9,11.99,82.7%
4--5--5--10,12,81.4%
2--5--8--10,12.02,82.7%
3--5--10--13,12.03,82.4%
6--8--9--12,12.03,86.6%
1--3--7--7,12.05,85.2%
2--7--9--11,12.06,83.6%
3--5--7--9,12.06,86%
1--4--8--9,12.09,89%
2--6--10--13,12.09,84.7%
6--7--9--9,12.09,80.6%
4--6--7--12,12.1,81.4%
5--5--8--12,12.12,79.3%
3--5--6--10,12.16,85.6%
4--6--6--12,12.19,86%
4--6--8--13,12.2,80.5%
1--3--3--6,12.21,87.2%
4--8--8--10,12.22,85.6%
2--3--7--13,12.24,86.1%
2--3--5--13,12.26,85.9%
3--7--9--12,12.27,85.6%
5--8--10--12,12.3,84.1%
1--5--8--11,12.31,89.3%
2--5--7--13,12.31,84.1%
1--2--7--12,12.32,76.9%
2--5--5--7,12.38,82.1%
2--4--4--10,12.43,90%
7--8--9--10,12.43,79.4%
4--8--9--13,12.55,81.8%
3--3--3--11,12.56,78.7%
2--9--11--13,12.57,82.1%
6--9--9--12,12.59,86.8%
3--4--8--9,12.6,88.2%
2--5--11--12,12.65,77.2%
2--5--7--11,12.66,82.2%
4--4--6--10,12.69,88%
2--3--6--12,12.74,91.4%
7--9--10--11,12.75,77.1%
2--4--4--5,12.77,81.5%
7--10--10--12,12.78,77.8%
1--4--7--9,12.84,82.1%
1--4--5--7,12.85,88%
4--9--10--11,12.9,76.5%
2--6--6--7,12.92,78.5%
3--4--9--9,12.93,84.5%
4--6--9--13,12.94,85.5%
4--8--12--12,12.95,85.6%
4--4--7--8,12.97,84%
7--7--9--10,13.01,75.7%
3--3--3--4,13.03,82.2%
3--3--6--8,13.03,74.2%
3--5--6--11,13.05,82.7%
4--4--6--9,13.11,76.8%
2--4--5--7,13.12,77.9%
3--5--11--12,13.15,79.7%
2--5--10--13,13.19,82.3%
4--10--11--13,13.19,75.7%
1--4--5--9,13.25,82%
6--9--10--12,13.25,79.7%
3--3--9--13,13.31,74.1%
2--4--8--13,13.34,81.9%
3--3--5--10,13.36,83.1%
1--5--8--13,13.39,80%
4--7--10--12,13.4,79.1%
2--3--3--3,13.41,82%
5--6--10--12,13.46,75.9%
2--3--5--10,13.5,80.1%
2--2--2--7,13.51,72.7%
5--7--7--9,13.52,73.8%
3--5--7--8,13.54,85.6%
2--3--8--8,13.55,79.9%
4--5--8--13,13.55,77.8%
4--4--6--8,13.62,83.3%
5--7--11--13,13.71,70.6%
5--5--7--10,13.73,74.1%
3--5--6--13,13.74,75.8%
1--4--6--6,13.78,80.2%
5--7--10--10,13.8,77.1%
5--9--10--13,13.82,78%
4--4--5--12,13.84,78.8%
1--4--5--8,13.86,82.1%
1--5--6--11,13.9,80.5%
7--10--11--13,13.9,73.7%
2--8--10--13,13.91,80.9%
6--9--11--12,13.92,74.9%
4--10--10--12,13.97,77.7%
2--7--10--11,13.98,78.7%
6--9--11--13,14.04,72.1%
6--7--7--10,14.07,72.2%
1--1--6--9,14.1,80.5%
2--2--2--9,14.15,75.7%
6--8--11--12,14.16,77.7%
1--3--6--10,14.24,82.1%
2--3--7--8,14.36,80.2%
3--3--9--11,14.39,79.4%
3--8--9--11,14.4,79.7%
2--4--7--9,14.47,80.3%
3--5--5--11,14.5,80%
4--5--8--10,14.53,75.5%
1--3--7--9,14.55,80.3%
6--12--12--12,14.55,75.9%
2--10--12--13,14.56,81.3%
3--3--8--10,14.56,81.4%
2--3--8--9,14.57,80.8%
2--2--5--9,14.63,73.8%
3--5--9--9,14.67,78.8%
2--4--9--10,14.7,79.1%
5--7--9--11,14.81,70.6%
3--5--12--12,14.87,67.6%
2--5--9--10,14.91,78.1%
4--6--9--12,14.95,77.2%
5--5--9--11,15,71.4%
2--2--3--4,15.02,77.2%
1--3--5--6,15.05,86.7%
6--7--10--10,15.19,70%
5--6--6--12,15.2,80.7%
3--4--10--10,15.21,75.4%
3--3--4--13,15.23,76.3%
2--6--9--12,15.24,82.7%
2--6--12--13,15.24,78.4%
3--4--7--12,15.28,82.7%
4--4--4--10,15.32,76.6%
3--4--4--10,15.35,76.5%
3--6--8--13,15.35,81.7%
5--9--9--12,15.37,75.8%
3--4--4--11,15.48,76.1%
2--2--5--10,15.5,78.2%
3--6--8--12,15.54,80.3%
6--10--10--13,15.58,68.7%
3--3--9--10,15.59,77.8%
1--5--11--12,15.64,71%
3--6--6--13,15.67,72.7%
2--2--7--7,15.7,69.7%
3--6--11--13,15.74,72.5%
2--4--10--11,15.84,79.4%
2--5--9--11,15.86,76.4%
4--5--8--11,15.88,72.9%
4--7--8--12,15.89,79.1%
5--5--5--12,15.93,67.1%
2--5--8--8,16,71.4%
1--4--4--6,16.06,79.7%
5--7--8--10,16.13,70.1%
2--5--5--9,16.17,78.5%
7--9--12--12,16.22,64%
5--7--12--12,16.24,65.7%
4--4--5--13,16.33,72.3%
2--6--11--12,16.34,77.1%
4--6--8--10,16.35,76.1%
2--3--8--10,16.41,81.8%
2--6--10--11,16.52,74%
7--7--7--12,16.54,64.4%
5--6--9--13,16.64,68.9%
4--5--7--13,16.67,72.1%
2--3--6--7,16.72,80.9%
3--3--8--13,16.84,68.9%
1--3--12--13,16.88,75.6%
5--5--6--8,16.93,78.6%
1--5--5--10,16.96,70.6%
1--3--8--10,16.97,70.7%
3--10--11--13,17.05,71.1%
4--9--9--12,17.29,71%
1--4--10--12,17.33,71.8%
3--9--9--13,17.37,67.4%
2--3--7--7,17.39,76.8%
2--2--6--7,17.41,72.5%
1--3--11--12,17.49,75.6%
6--6--9--10,17.49,70.2%
6--8--9--10,17.5,71%
2--6--6--9,17.51,72.4%
2--3--7--10,17.61,77.1%
4--7--8--11,17.63,67.9%
6--10--11--12,17.63,69.3%
2--7--10--10,17.72,68.1%
2--4--4--9,17.76,72.9%
6--6--6--10,17.9,65.7%
5--7--7--10,18.09,67.9%
10--12--12--12,18.1,64.2%
2--2--9--12,18.14,72.7%
8--8--8--11,18.36,63.1%
3--5--8--9,18.42,75.7%
3--8--9--13,18.43,74%
2--6--8--9,18.52,73.1%
3--5--7--12,18.52,71.2%
2--8--10--12,18.53,80.2%
2--6--9--10,18.75,69.8%
3--5--12--13,18.76,68.4%
3--9--9--11,18.9,69.6%
4--5--6--9,18.98,75.5%
8--10--12--13,19,67.3%
3--4--8--13,19.06,69.8%
3--6--8--10,19.09,65.8%
2--6--7--10,19.57,69.4%
2--7--10--12,19.57,70.7%
9--9--9--12,19.6,62.9%
2--2--9--10,19.62,65.5%
2--4--7--8,19.71,76.1%
4--8--9--12,19.9,72.5%
1--3--3--8,19.99,73.7%
2--3--10--10,20.07,68.7%
2--2--4--4,20.51,71.4%
2--3--11--11,20.54,67.8%
3--5--9--10,20.73,67.7%
1--5--7--10,20.87,69.9%
8--10--12--12,20.87,63.3%
6--8--8--9,20.88,62.8%
1--3--8--11,21.05,73.3%
2--2--4--12,21.05,75.3%
3--6--9--13,21.26,69.5%
5--9--12--13,21.31,64.3%
3--5--10--11,21.41,68.8%
7--8--8--10,21.53,61%
4--4--8--9,21.57,69.7%
6--8--10--11,21.63,63.8%
9--11--12--12,21.64,59%
3--3--7--8,21.81,69.1%
2--3--5--8,21.9,73.5%
2--3--9--12,22,66%
1--2--8--10,22.01,67.3%
2--7--12--12,22.05,62%
1--6--10--12,22.13,65.5%
2--3--3--5,22.2,69.4%
3--5--7--11,22.95,64%
2--9--10--10,22.99,62%
4--5--7--10,23.06,63.4%
5--7--10--13,23.24,61.6%
2--4--5--10,23.27,67.8%
10--10--10--12,23.53,59.4%
5--9--11--13,23.64,61.4%
2--3--6--8,23.74,75.4%
1--5--9--12,24.36,62.6%
3--4--5--13,24.63,66%
4--10--11--12,25.09,63.2%
5--7--9--10,25.33,61.4%
2--5--10--12,25.81,64.6%
6--6--7--11,25.94,58.2%
4--9--10--12,26.01,62.2%
8--8--9--12,26.27,56.7%
8--9--11--11,26.31,58.3%
5--6--6--9,26.32,59.3%
2--4--5--5,26.33,59.7%
2--2--6--11,26.48,62%
3--4--4--4,26.55,66.9%
2--2--5--8,26.7,63%
5--6--7--9,27.38,60%
3--4--7--8,27.39,59.9%
4--7--8--10,27.73,62.4%
3--9--11--13,27.92,57%
3--5--10--10,27.93,53.8%
2--3--13--13,28.67,58.5%
3--4--5--11,28.67,63.5%
4--10--10--11,29.08,54.7%
1--4--9--13,29.09,61%
1--7--12--13,29.14,55.6%
2--6--9--9,29.56,57.5%
3--3--6--6,30.69,57.4%
4--5--9--12,31.48,59.9%
2--3--7--9,31.52,58.3%
6--6--9--13,31.53,53.6%
2--5--12--13,31.66,58.2%
4--4--7--13,31.75,53.5%
2--2--7--10,32.92,53.1%
3--6--7--10,34.07,57.3%
1--4--6--10,34.14,55.7%
1--2--7--7,34.74,54.4%
2--5--8--12,34.85,54.4%
3--8--10--12,35.54,53.9%
2--4--7--7,35.92,51.2%
2--5--7--9,35.93,53.2%
6--7--11--11,35.93,47.2%
2--2--3--10,36.28,54.3%
4--7--9--11,37.6,52%
7--9--11--12,37.76,50.1%
2--2--6--9,38.67,51.5%
5--5--8--11,39.68,46.8%
2--2--3--5,40.46,50.9%
3--6--6--10,40.98,49.9%
1--5--11--11,43.17,43.4%
7--8--9--12,43.2,48.1%
5--10--10--11,44.72,41.5%
4--9--11--11,47.07,44.5%
1--5--5--5,47.51,43.4%
1--2--9--11,48.42,44.9%
1--7--13--13,48.58,41.1%
5--9--10--11,49.1,42.9%
6--7--7--11,49.58,43.1%
5--10--10--13,49.77,39.2%
8--9--10--12,51.64,43.2%
3--3--7--7,52.74,40.5%
3--5--8--13,53.34,42.6%
2--5--6--9,54.34,44.6%
1--6--11--13,55.83,38.4%
1--3--9--10,57.84,41.2%
4--6--6--10,58.34,40%
4--4--7--7,58.46,38.9%
5--7--9--12,59.78,39.7%
4--6--7--9,60.04,41.9%
4--5--6--12,60.14,43.8%
4--7--11--13,62.17,37.6%
4--5--6--11,63.68,38.1%
4--4--10--10,64.19,39.5%
3--5--8--12,64.2,38.5%
3--4--6--13,64.22,40.1%
2--2--11--11,64.61,39.4%
5--7--10--11,64.81,36.2%
5--8--9--13,64.93,36.4%
2--4--11--12,66.78,40.1%
6--12--12--13,67.52,37.2%
6--7--8--12,67.6,40.4%
7--10--12--13,67.67,37.3%
5--6--8--13,70.86,36.1%
2--2--13--13,71.65,36.6%
6--11--12--12,72.22,35.6%
1--4--7--11,74.06,36.1%
2--2--6--13,74.75,33.5%
5--6--9--11,75.91,33.4%
6--9--9--10,77.23,32.8%
2--7--8--9,78.13,38.8%
4--8--8--13,87.24,29.7%
7--8--8--13,88.81,29.7%
2--5--7--8,89.67,33.1%
5--7--7--11,90.56,27.6%
2--7--7--10,91.53,27.4%
3--8--8--10,93.37,29.2%
3--3--7--13,95.35,27.2%
5--5--7--11,96.58,26.6%
2--2--10--11,98.41,30.8%
4--8--8--11,99.06,29.5%
9--11--12--13,100.35,28.8%
2--3--8--13,100.37,31.5%
1--8--12--12,103.52,29.3%
7--8--10--11,105.76,29.8%
3--3--5--7,108.58,29.4%
2--9--13--13,108.72,25.3%
3--7--9--13,111.27,26.1%
3--6--6--11,115.75,27.1%
2--4--7--12,115.82,27.3%
2--4--10--10,117.08,25.9%
1--6--6--8,121.68,28.2%
3--5--7--13,126.36,23.6%
3--3--8--8,131.38,30%
1--4--5--6,178.47,28.9%
2--5--5--10,195.6,21.5%
1--3--4--6,207.19,26.7%
2--3--5--12,211.13,20.4%